exact_merge_group_id,exact_merge_group_name,ministry,catalog,n_rows,header_signature,sample_titles
445,Industrial Classification of Main and Marginal Workers,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Industrial Classification of Main and Marginal Workers in Manufacturing, Processing, Servicing and Repairs on Household Industry Basis by Sex and Class of Worker, Census 1991 - India and States",452,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/City/U.A.,Section and Division of N.I.C.,Total Workers  Main Workers  Males,Total Workers  Main Workers  Females,Total Workers  Marginal Workers  Males,Total Workers  Marginal Workers  Females,Employee  Main Workers  Males,Employee  Main Workers  Females,Employee  Marginal Workers  Males,Employee  Marginal Workers  Females,Single Worker  Main Workers  Males,Single Worker  Main Workers  Females,Single Worker  Marginal Workers  Males,Single Worker  M","Industrial Classification of Main and Marginal Workers in Manufacturing, Processing, Servicing and Repairs on Household Industry Basis by Sex and Class of Worker for Srikakulam District of Andhra Pradesh, 1991 | Industrial Classification of Main and Marginal Workers in Manufacturing, Processing, Servicing and Repairs on Household Industry Basis by Sex and Class of Worker for Vizianagaram District of Andhra Pradesh, 1991 | Industrial Classification of Main and Marginal Workers in Manufacturing, Processing, Servicing and Repairs on Household Industry Basis by Sex and Class of Worker for Visakhapatnam District of Andhra Pradesh, 1991"
503,"Main Workers, Marginal Workers, Non-workers and those Non-workers Seeking/ Available","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers, Marginal Workers, Non-workers and those Non-workers Seeking/ Available for Work Classified by Age and Sex, Census 1991 - India and States",452,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/CITY/U.A.,Age group,Total Population  Persons,Total Population  Males,Total Population  Females,Main Workers  Persons,Main Workers  Males,Main Workers  Females,Marginal Workers  Persons,Marginal Workers  Males,Marginal Workers  Females,NonWorkers  Total  Persons,NonWorkers  Total  Males,NonWorkers  Total  Females,NonWorkers  Seeking/Available for work  Persons,NonWorkers  Seeking/Available for work  Males,NonWorkers  Seeking/Available for work  Fem","Main Workers, Marginal Workers, Non-workers and those Non-workers Seeking/ Available for Work Classified by Age and Sex for Srikakulam District of Andhra Pradesh, 1991 | Main Workers, Marginal Workers, Non-workers and those Non-workers Seeking/ Available for Work Classified by Age and Sex for Vizianagaram District of Andhra Pradesh, 1991 | Main Workers, Marginal Workers, Non-workers and those Non-workers Seeking/ Available for Work Classified by Age and Sex for Visakhapatnam District of Andhra Pradesh, 1991"
567,Non-Workers Seeking/Available,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Non-Workers Seeking/Available for work and those among them who Never worked before classified by Age, Sex and Educational level, Census 1991 - India and States",452,"India/State/UT/CITY/U.A. Name,Total/Rural/Urban/City/U.A.,Category of Work,Educational level,Total  Persons,Total  Males,Total  Females,Agegroup  514  Males,Agegroup  514  Females,Agegroup  1519  Males,Agegroup  1519  Females,Agegroup  2024  Males,Agegroup  2024  Females,Agegroup  2529  Males,Agegroup  2529  Females,Agegroup  3034  Males,Agegroup  3034  Females,Agegroup  35  Males,Agegroup  35  Females,Agegroup  Age not Stated  Males,Agegroup  Age not Stated  Females","Non-Workers Seeking/Available for work and those among them who Never worked before classified by Age, Sex and Educational level for Srikakulam District of Andhra Pradesh, 1991 | Non-Workers Seeking/Available for work and those among them who Never worked before classified by Age, Sex and Educational level for Vizianagaram District of Andhra Pradesh, 1991 | Non-Workers Seeking/Available for work and those among them who Never worked before classified by Age, Sex and Educational level for Visakhapatnam District of Andhra Pradesh, 1991"
385,"Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Surviving Children and Total Surviving Children by Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Ever Married and Currently Married Women by Present Age, Surviving Children and Total Surviving Children by Sex, Census 1991 - India and States",442,"Country/ State/ UT Name,District Name,Caste Category,Total/ Rural/ Urban,Marital Status,Present Age,Total Ever/Currently Married Women,Ever/Currently Married Women with Number of Surviving Children  0,Ever/Currently Married Women with Number of Surviving Children  1,Ever/Currently Married Women with Number of Surviving Children  2,Ever/Currently Married Women with Number of Surviving Children  3,Ever/Currently Married Women with Number of Surviving Children  4,Ever/Currently Married Women with N","Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Surviving Children and Total Surviving Children by Sex for Srikakulam District of Andhra Pradesh, 1991 | Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Surviving Children and Total Surviving Children by Sex for Vizianagaram District of Andhra Pradesh, 1991 | Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Surviving Children and Total Surviving Children by Sex for Visakhapatnam District of Andhra Pradesh, 1991"
371,"Ever Married Women by Age at Marriage, Currently Married Women by Age at Marriage and duration of Marriage Among Scheduled Castes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Ever Married Women by Age at Marriage, Currently Married Women by Age at Marriage and duration of Marriage, Census 1991 - India and States",442,"Country/State/UT Name,District Name,Caste Category,Total/Rural/Urban,Age at Marriage,No. of Ever Married Women,Duration of Marriage of Currently Married Women  04,Duration of Marriage of Currently Married Women  59,Duration of Marriage of Currently Married Women  1019,Duration of Marriage of Currently Married Women  2029,Duration of Marriage of Currently Married Women  3039,Duration of Marriage of Currently Married Women  4049,Duration of Marriage of Currently Married Women  50,All Durations","Ever Married Women by Age at Marriage, Currently Married Women by Age at Marriage and duration of Marriage Among Scheduled Castes for Srikakulam District of Andhra Pradesh, 1991 | Ever Married Women by Age at Marriage, Currently Married Women by Age at Marriage and duration of Marriage Among Scheduled Castes for Vizianagaram District of Andhra Pradesh, 1991 | Ever Married Women by Age at Marriage, Currently Married Women by Age at Marriage and duration of Marriage Among Scheduled Castes for Visakhapatnam District of Andhra Pradesh, 1991"
358,Distribution of Scheduled Tribe Population by Sex,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Distribution of Population by Sex, Census 1991 - India and States",442,"Country/State/UT Name,Tribe Category,Tribe SubCategory,Total/Rural/Urban,Population  Total,Population  Males,Population  Females","Distribution of Scheduled Tribe Population by Sex, 1991 - Andhra Pradesh | Distribution of Scheduled Tribe Population by Sex for Srikakulam District of Andhra Pradesh, 1991 | Distribution of Scheduled Tribe Population by Sex for Vizianagaram District of Andhra Pradesh, 1991"
621,"Scheduled Caste Population (Ages 5-19) by Single Year of Age, School Attendance and Economic Activity","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Population (Ages 5-19) by Single Year of Age, School Attendance and Economic Activity, Census 1991 - India and States",442,"Country/State/UT Name,District Name,Caste Category,Total/Rural/Urban,Age,Population  Total,Population  Males,Population  Females,Attending School  Main Workers  Total,Attending School  Main Workers  Males,Attending School  Main Workers  Females,Attending School  Marginal Workers  Total,Attending School  Marginal Workers  Males,Attending School  Marginal Workers  Females,Attending School  Non Workers  Total,Attending School  Non Workers  Males,Attending School  Non Workers  Females,Not Attending ","Scheduled Caste Population (Ages 5-19) by Single Year of Age, School Attendance and Economic Activity for Srikakulam District of Andhra Pradesh, 1991 | Scheduled Caste Population (Ages 5-19) by Single Year of Age, School Attendance and Economic Activity for Vizianagaram District of Andhra Pradesh, 1991 | Scheduled Caste Population (Ages 5-19) by Single Year of Age, School Attendance and Economic Activity for Visakhapatnam District of Andhra Pradesh, 1991"
318,Currently Married Women belonging to Scheduled Castes by Present Age and Births during Last Year by Birth Order,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Currently Married Women by Present Age and Births during Last Year by Birth Order, Census 1991 - India and States",440,"Country/ State/ UT Name,District Name,Caste Category,Total/ Rural/ Urban,Present Age,Number of Currently Married Women,Number of Births Last Year,Last Years Births of order  1,Last Years Births of order  2,Last Years Births of order  3,Last Years Births of order  4,Last Years Births of order  5,Last Years Births of order  Not Stated","Currently Married Women belonging to Scheduled Castes by Present Age and Births during Last Year by Birth Order for Srikakulam District of Andhra Pradesh, 1991 | Currently Married Women belonging to Scheduled Castes by Present Age and Births during Last Year by Birth Order for Vizianagaram District of Andhra Pradesh, 1991 | Currently Married Women belonging to Scheduled Castes by Present Age and Births during Last Year by Birth Order for Visakhapatnam District of Andhra Pradesh, 1991"
356,Distribution of Scheduled Caste Population by Sex,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Distribution of Population by Sex, Census 1991 - India and States",438,"Country/State/UT,District,Caste Category,Caste SubCategory,Total/Rural/Urban,Population  Total,Population  Males,Population  Females","Distribution of Scheduled Caste Population by Sex for Srikakulam District of Andhra Pradesh, 1991 | Distribution of Scheduled Caste Population by Sex for Vizianagaram District of Andhra Pradesh, 1991 | Distribution of Scheduled Caste Population by Sex for Visakhapatnam District of Andhra Pradesh, 1991"
381,"Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Parity and Total Children Ever Born by Sex","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Ever Married and Currently Married Women by Present Age, Parity and Total Children Ever Born by Sex, Census 1991 - India and States",428,"Country/State/UT Name,District Name,Caste Category,Total/Rural/Urban,Marital Status,Present Age,Total Ever/Currently Married Women,Ever/Currently Married Women of Parity  0,Ever/Currently Married Women of Parity  1,Ever/Currently Married Women of Parity  2,Ever/Currently Married Women of Parity  3,Ever/Currently Married Women of Parity  4,Ever/Currently Married Women of Parity  5,Total Children Ever Born  Persons,Total Children Ever Born  Males,Total Children Ever Born  Females","Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Parity and Total Children Ever Born by Sex for Srikakulam District of Andhra Pradesh, 1991 | Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Parity and Total Children Ever Born by Sex for Vizianagaram District of Andhra Pradesh, 1991 | Ever Married and Currently Married Women belonging to Scheduled Castes by Present Age, Parity and Total Children Ever Born by Sex for Visakhapatnam District of Andhra Pradesh, 1991"
